Produit_PK,Produit_ID,EntiteRattachement_FID,BrancheAssurance_FID,Produit_CODE,LibelleCourt_NOM,LibelleLong_NOM,FamilleProduit_NOM,StatutProduit_NOM,TypeOffre_NOM,TNS_FLAG,LoiEvin_FLAG,Produit_DATECRE,Produit_DATEMOD,Produit_DEBUTVAL,Produit_FINVAL
3880,aRKfV0000ROb5,qjmjF0000RHD1,d,PC_IENA_STP,IENA STD TX PART,Contrat standard,collectif,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3887,aRKfV0000RLDj,qjmjF0000RH07,d,PC_ROUX_1,ROUX00051,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3904,aRKfV0000RKbL,qjmjF0000RH07,e,SC_PLD,PLD COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3906,aRKfV0000RISS,qjmjF0000RH07,e,SC_RRG,RRG COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3909,aRKfV0000RN8l,qjmjF0000RH07,d,PC_EDENAU_1,EDEN AUTO 1 EDEN AUTO PREMIUM,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3919,aRKfV0000RMvu,qjmjF0000RH9n,e,SI_SITTL_01,SITTLER EVIN,SITTLER EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3940,aRKfV0000RJs1,qjmjF0000RH07,d,PC_TRESSCHA,TRESSOL CHABRIER,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3947,aRKfV0000RMW5,qjmjF0000RH07,e,SI_DEWIL_01,DE WILLERMIN EVIN,DE WILLERMIN EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3964,aRKfV0000RKxW,qjmjF0000RH07,e,SC_TRESSOL4,TRESSOL 4 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3966,aRKfV0000RIiZ,qjmjF0000RH9n,e,SI_ANFA_01,ANFA GNFA EVIN,ANFA GNFA EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3969,aRKfV0000RJq5,qjmjF0000RH07,d,PC_PORSCHED,PORSCHE DISTRIBUTION,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
3979,aRKfV0000RJUz,qjmjF0000RH07,d,PC_ALVARE_1,ALVAREZ 1 - MIDI PYRENEES VI,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4000,aRKfV0000RKeF,qjmjF0000RH07,d,PC_PERICA_2,PERICAUD 2,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4007,aRKfV0000RJM5,qjmjF0000RH9n,e,SI_ANTA_01,ANTAVIA EVIN,ANTAVIA EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4024,aRKfV0000RL3t,qjmjF0000RH07,d,PC_HESS_2,HESS 2 - ex RRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4026,aRKfV0000RJLl,qjmjF0000RH9n,e,SI_FFC_01,FFC EVIN,FFC EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4029,aRKfV0000RKEb,qjmjF0000RH07,e,SC_AUVETOUR,AUVERGNE TOURING COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4039,aRKfV0000RKVX,qjmjF0000RH07,d,PC_LAFAY_2,MEIGNAN LAFAY 2 - LAFAY000147,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4060,aRKfV0000RKzN,qjmjF0000RH07,d,PC_DEHENRY,DEHENRY,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4067,aRKfV0000RJpm,qjmjF0000RH07,e,SC_BOURLIER,BOURLIER COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4084,aRKfV0000RMvr,qjmjF0000RH9n,e,SI_SABRI_01,SABRIE EVIN,SABRIE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4086,aRKfV0000RK5Q,qjmjF0000RH07,e,SC_SOLER,SOLER COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4089,aRKfV0000RJye,qjmjF0000RH07,d,PC_ROHRBACH,ROHRBACH AUTOMOBILE SCHWINDT,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4099,aRKfV0000RKzh,qjmjF0000RH07,d,PC_FAURIE_3,FAURIE 3 SIERRA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4120,aRKfV0000RMz5,qjmjF0000RH07,d,PC_EXARGEDI,ex-ARGEDIS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4127,aRKfV0000RKTH,qjmjF0000RH07,d,PC_STCA,"STCA ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4144,aRKfV0000ROuw,qjmjF0000RH07,e,SC_VULCOTRU,VULCO TRUCKS SERVICE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4146,aRKfV0000RNfN,qjmjF0000RH07,e,SI_CARAV_01,CAR AVENUE OBLINGER EVIN,CAR AVENUE OBLINGER EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4149,aRKfV0000RKTv,qjmjF0000RH07,d,PC_EVREUXAU,"EVREUX AUTO ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4159,aRKfV0000RLKB,qjmjF0000RH9n,e,SI_GNFA_01,GNFA EVIN,GNFA EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4180,aRKfV0000RIqe,qjmjF0000RH07,e,SI_VAUBA_01,VAUBAN EVIN,VAUBAN EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4187,aRKfV0000RL77,qjmjF0000RH07,d,PC_MASSA_2,MASSA 2 MP SA,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4204,aRKfV0000RPAj,qjmjF0000RH07,e,SC_MONROC,MONROC COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4206,aRKfV0000RKML,qjmjF0000RH07,d,PC_BRIANTFI,BRIANT FINANCES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4209,aRKfV0000RJ59,qjmjF0000RH07,e,SI_TUVF_01,TUV FRANCE EVIN,TUV FRANCE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4219,aRKfV0000RM34,qjmjF0000RH07,e,SI_PASSI_01,PASSION AUTO EVIN,PASSION AUTO EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4240,aRKfV0000RIyw,qjmjF0000RH07,e,SI_SCOPU_01,SCOP UNION EVIN,SCOP UNION EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4247,aRKfV0000RMMO,qjmjF0000RHD1,d,PC_CLERMETR,CLERMONT METROPOLE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4264,aRKfV0000RLjg,qjmjF0000RHD1,d,PC_YAE,YAE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4266,aRKfV0000RKUt,qjmjF0000RH07,d,PC_FRANCO_1,FRANCOIS 1,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4269,aRKfV0000RNvQ,qjmjF0000RH07,e,SI_VULCO_01,VULCO TRUCKS SERVICE EVIN,VULCO TRUCKS SERVICE EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4279,aRKfV0000RMso,qjmjF0000RH07,d,PC_DUBREUIL,DUBREUIL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4300,aRKfV0000RL0f,qjmjF0000RH07,d,PC_ROUYER_2,JEAN ROUYER 2 - ex RRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4307,aRKfV0000RObF,qjmjF0000RH07,d,PC_CARAUTO,C.A.G,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4324,aRKfV0000RMFy,qjmjF0000RH07,e,SI_RENT1_01,RENT A CAR 1 EVIN,RENT A CAR 1 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4326,aRKfV0000RKXT,qjmjF0000RH07,d,PC_SEGUIN,SEGUIN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4329,aRKfV0000RKRL,qjmjF0000RH07,e,SC_PARISPPL,PARIS PONTOIS PL COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4339,aRKfV0000ROrD,qjmjF0000RH07,e,SC_GEMAUTO,GEMAUTO COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4360,aRKfV0000ROuv,qjmjF0000RH07,e,SC_VIDAL,VIDAL COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4367,aRKfV0000RJOz,qjmjF0000RH07,d,PC_MAN,MAN,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4384,aRKfV0000RNIR,qjmjF0000RH07,d,PC_FREY_3,EMIL FREY FRANCE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4386,aRKfV0000RLA9,qjmjF0000RH9n,e,SI_GESCO_01,GESCOP EVIN,GESCOP EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4389,aRKfV0000RL01,qjmjF0000RH07,d,PC_CAR_AV_1,CAR AVENUE 1 MENSU,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4399,aRKfV0000RPKF,qjmjF0000RH07,d,PC_FABRER_2,FABRE ET RUDELLE 2,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4420,aRKfV0000RLAA,qjmjF0000RH07,e,SI_HESS_01,HESS EVIN,HESS EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4427,aRKfV0000RJrs,qjmjF0000RH07,d,PC_AUTOGUAD,AUTO-GUADELOUPE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4444,aRKfV0000RNrv,qjmjF0000RH9n,e,SI_GRURE_01,GRUAU RETRAITES,GRUAU RETRAITES,individuel,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4446,aRKfV0000RNln,qjmjF0000RH07,e,SC_CORBI,CORBI COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4449,aRKfV0000RJuv,qjmjF0000RH07,d,PC_CARNOTPL,CARNOT POIDS LOURDS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4459,aRKfV0000RH07,qjmjF0000RH07,e,SI_PMODEL1,PRODUIT MODELE SANTE IND 1,PRODUIT MODELE SANTE IND 1,individuel,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4480,aRKfV0000RLJr,qjmjF0000RH07,e,SC_BERNIER1,BERNIER 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4487,aRKfV0000RMcf,qjmjF0000RHD1,d,PC_GRUAU_2,GRUAU FACULTATIF,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4504,aRKfV0000ROul,qjmjF0000RH07,e,SC_TUVFRANC,TUV FRANCE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4506,aRKfV0000RIyn,qjmjF0000RH9n,e,SI_MAGYA_01,MAGYAR EVIN,MAGYAR EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4509,aRKfV0000RK4b,qjmjF0000RH07,e,SC_ACAPDS,ACAPDS MULHOUSE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4519,aRKfV0000RIVk,qjmjF0000RH07,d,PC_QPARK,Q-PARK,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4540,aRKfV0000RMSs,qjmjF0000RHD1,d,PC_METALBAL,METAL BALL TECHNOLOGY,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4547,aRKfV0000ROLR,qjmjF0000RH07,e,SI_MARY2_01,MARY 2 EVIN,MARY 2 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4564,aRKfV0000RPOJ,qjmjF0000RH9n,e,SI_METAL_01,SANTE METAL EVIN,SANTE METAL EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4566,aRKfV0000RJpw,qjmjF0000RH07,d,PC_SNDF,SNDF,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4569,aRKfV0000RLtM,qjmjF0000RHD1,d,PC_SEMPERE,SEMPERE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4579,aRKfV0000RJ5B,qjmjF0000RH9n,e,SI_THEO_01,THEOBALD EVIN,THEOBALD EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4600,aRKfV0000RPAZ,qjmjF0000RH9n,e,SI_IRPA_02,IRP AUTO 2 EVIN,IRP AUTO 2 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4607,aRKfV0000ROXr,qjmjF0000RH07,e,SI_CARWE_01,CARWEST EVIN,CARWEST EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4624,aRKfV0000RPhJ,qjmjF0000RHD1,d,PC_CGT_2,FTM CGT 2,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4626,aRKfV0000RJs4,qjmjF0000RH07,d,PC_MAHLEAFT,MAHLE AFTERMARKET,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4629,aRKfV0000RMTg,qjmjF0000RH9n,e,SI_LITAU_01,LITTORAL AUTOMOBILES EVIN,LITTORAL AUTOMOBILES EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4639,aRKfV0000RJOr,qjmjF0000RH07,d,PC_ANFA,"ANFA ",Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4660,aRKfV0000RHmz,qjmjF0000RH9n,e,SI_AUTOS_02,AUTO SANTE TNS,AUTO SANTE TNS,individuel,validé,STANDARD,Oui,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4667,aRKfV0000ROty,qjmjF0000RH07,e,SC_MAURIN1,MAURIN 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4684,aRKfV0000RIVm,qjmjF0000RH07,d,PC_HORY_2,HORY 2 GGLSUD,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4686,aRKfV0000RLAj,qjmjF0000RH07,d,PC_SIMA_1,SIMA 1,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4689,aRKfV0000RJ8P,qjmjF0000RHD1,d,PC_BERNIS_1,BERNIS 1 GENTIN CONSEIL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4699,aRKfV0000RLAz,qjmjF0000RH07,d,PC_AGENTOUL,ANGENCE TOULOIS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4720,aRKfV0000RJoy,qjmjF0000RH07,e,SC_BERNIS,BERNIS COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4727,aRKfV0000RL9E,qjmjF0000RH07,e,SC_VAUBAN,VAUBAN COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4744,aRKfV0000RIrS,qjmjF0000RH07,e,SI_G29_01,G29 EVIN,G29 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4746,aRKfV0000ROhh,qjmjF0000RH07,e,SC_BACONNIE,BACONNIER COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4749,aRKfV0000ROu7,qjmjF0000RH07,e,SC_MAURIN2,MAURIN 2 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4759,aRKfV0000RLK1,qjmjF0000RH07,d,PC_BYMYCA_2,BYMYCAR 2 NANCY ex RRG,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4780,aRKfV0000RKnb,qjmjF0000RH07,d,PC_SIPA_2,SIPA 2 MGS,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4787,aRKfV0000RLDZ,qjmjF0000RH07,d,PC_MAURIN_3,MAURIN 3 - FERAY,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4804,aRKfV0000RJ8O,qjmjF0000RHD1,d,PC_TODD,TODD,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4806,aRKfV0000RIVg,qjmjF0000RH07,d,PC_BEZIERS,BEZIERS TRUCKS SERVICES,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4809,aRKfV0000RHuZ,qjmjF0000RH9n,e,SC_AUTOS_01,AUTO SANTE PRO COLL,AUTO SANTE PRO COLLECTIF,collectif,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4819,aRKfV0000RLUM,qjmjF0000RH07,d,PC_GUENAN_2,GUENANT 2 GGE NAPOLEON,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4840,aRKfV0000RKxS,qjmjF0000RH07,e,SC_SYNETHI1,SYNETHIS 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4847,aRKfV0000RMG0,qjmjF0000RH07,e,SI_TRES1_01,TRESSOL 1 EVIN,TRESSOL 1 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4864,aRKfV0000RKE8,qjmjF0000RH07,e,SC_CNPA,MOBILIANS COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4866,aRKfV0000RIyx,qjmjF0000RH07,e,SI_SOCO_01,SOCOMA EVIN,SOCOMA EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4869,aRKfV0000RNfM,qjmjF0000RH9n,e,SI_CAOGE_01,CAO GESTION EVIN,CAO GESTION EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4879,aRKfV0000RPO7,qjmjF0000RH07,e,SC_EMILFREY,EMIL FREY COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4900,aRKfV0000RICJ,qjmjF0000RH07,e,SI_OBSEQ_01,OBSEQUES INDIV,OBSEQUES INDIVIDUELLES,individuel,validé,STANDARD,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4907,aRKfV0000RMPd,qjmjF0000RH07,e,SI_TRES2_01,TRESSOL 2 EVIN,TRESSOL 2 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4924,aRKfV0000RKHp,qjmjF0000RH07,e,SC_SYNETHI3,SYNETHIS 3 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4926,aRKfV0000RK68,qjmjF0000RH07,d,PC_SGAR,SGAR,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4929,aRKfV0000RKGD,qjmjF0000RH07,d,PC_CARWES_2,CARWEST 2 ex-TRUJAS DISTRI 94,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4939,aRKfV0000RJ5A,qjmjF0000RH9n,e,SI_VRAC+_01,VRAC+ EVIN,VRAC+ EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4960,aRKfV0000RJyJ,qjmjF0000RH07,d,PC_SCANIAFR,SCANIA FRANCE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4967,aRKfV0000RNFN,qjmjF0000RH07,d,PC_ATHLON,ATHLON,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4984,aRKfV0000RKu5,qjmjF0000RH07,e,SC_PERICAU1,PERICAUD 1 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4986,aRKfV0000RKFk,qjmjF0000RH07,e,SC_LABEL,LABEL COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4989,aRKfV0000RLAT,qjmjF0000RH07,e,SC_OXIS,OXIS COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
4999,aRKfV0000RKcT,qjmjF0000RH07,e,SC_LAFONTAI,LAFONTAINE COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5020,aRKfV0000RKXn,qjmjF0000RH07,d,PC_BRUSCHET,BRUSCHET,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5027,aRKfV0000RO27,qjmjF0000RH07,d,PC_RPOGEN,RPO GEN,RPO GEN,collectif,validé,CONVENTIONNEL,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5044,aRKfV0000RL8j,qjmjF0000RH07,e,SC_TRESSOL3,TRESSOL 3 COLL,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5046,aRKfV0000RPB3,qjmjF0000RH9n,e,SI_MAGY2_01,MAGYAR 2 EVIN,MAGYAR 2 EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5049,aRKfV0000RLB0,qjmjF0000RH07,d,PC_MAURIN_1,MAURIN  1 - MEDITERRANEE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5059,aRKfV0000RKxv,qjmjF0000RH07,d,PC_VGRF_2,VGRF 2 Ex INCHCAPE,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5080,aRKfV0000RMvs,qjmjF0000RH07,e,SI_SEGAR_01,SEGARP EVIN,SEGARP EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5087,aRKfV0000RIqq,qjmjF0000RH07,e,SI_MARYA_01,MARY AUTO EVIN,MARY AUTO EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5104,aRKfV0000RIsG,qjmjF0000RH07,e,SI_BOUR_01,BOURLIER EVIN,BOURLIER EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5106,aRKfV0000RIqT,qjmjF0000RH9n,e,SI_GUEUD_01,GUEUDET EVIN,GUEUDET EVIN,individuel,validé,STANDARD,Non,Oui,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5109,aRKfV0000RMsy,qjmjF0000RH07,d,PC_OXAUTO,OXYGENE AUTO,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
5119,aRKfV0000RKzr,qjmjF0000RH07,d,PC_FAURIE_4,FAURIE 4 GIBAUD,Contrat particulier,collectif,validé,SUR-MESURE,Non,Non,2023-03-27,2023-03-27,2023-03-27,9999-12-31
